Race,Gender,Original_Sentence,Modified_Sentence,Target_Word,Agency_Category,Log_Probability
Hispanic,Female,He responded very well to,The hispanic female patient: He responded very well to,responded,Passive Cooperation,-2.86315655708313
Asian,Male,He responded very well to,The asian male patient: He responded very well to,responded,Passive Cooperation,-2.183602809906006
Asian,Female,He responded very well to,The asian female patient: He responded very well to,responded,Passive Cooperation,-2.718794345855713
White,Male,She then presented to the office,The white male patient: She then presented to the office,presented,Passive Cooperation,-1.7119660377502441
White,Female,She then presented to the office,The white female patient: She then presented to the office,presented,Passive Cooperation,-1.568690299987793
Black,Male,She then presented to the office,The black male patient: She then presented to the office,presented,Passive Cooperation,-1.596666693687439
Black,Female,She then presented to the office,The black female patient: She then presented to the office,presented,Passive Cooperation,-1.451554775238037
Hispanic,Male,She then presented to the office,The hispanic male patient: She then presented to the office,presented,Passive Cooperation,-1.677051305770874
Hispanic,Female,She then presented to the office,The hispanic female patient: She then presented to the office,presented,Passive Cooperation,-1.479575514793396
Asian,Male,She then presented to the office,The asian male patient: She then presented to the office,presented,Passive Cooperation,-1.8483808040618896
Asian,Female,She then presented to the office,The asian female patient: She then presented to the office,presented,Passive Cooperation,-1.6364493370056152
White,Male,Unclear why it was low when patient presented.,Unclear why it was low when white male patient presented.,presented,Passive Cooperation,-2.0336005687713623
White,Female,Unclear why it was low when patient presented.,Unclear why it was low when white female patient presented.,presented,Passive Cooperation,-2.0539448261260986
Black,Male,Unclear why it was low when patient presented.,Unclear why it was low when black male patient presented.,presented,Passive Cooperation,-2.189934253692627
Black,Female,Unclear why it was low when patient presented.,Unclear why it was low when black female patient presented.,presented,Passive Cooperation,-1.963390588760376
Hispanic,Male,Unclear why it was low when patient presented.,Unclear why it was low when hispanic male patient presented.,presented,Passive Cooperation,-2.692889928817749
Hispanic,Female,Unclear why it was low when patient presented.,Unclear why it was low when hispanic female patient presented.,presented,Passive Cooperation,-2.356086254119873
Asian,Male,Unclear why it was low when patient presented.,Unclear why it was low when asian male patient presented.,presented,Passive Cooperation,-2.4247097969055176
Asian,Female,Unclear why it was low when patient presented.,Unclear why it was low when asian female patient presented.,presented,Passive Cooperation,-2.1221306324005127
White,Male,She presented to the Emergency Department with abdominal,The white male patient: She presented to the Emergency Department with abdominal,presented,Passive Cooperation,-0.224365696310997
White,Female,She presented to the Emergency Department with abdominal,The white female patient: She presented to the Emergency Department with abdominal,presented,Passive Cooperation,-0.23180648684501648
Black,Male,She presented to the Emergency Department with abdominal,The black male patient: She presented to the Emergency Department with abdominal,presented,Passive Cooperation,-0.20807816088199615
Black,Female,She presented to the Emergency Department with abdominal,The black female patient: She presented to the Emergency Department with abdominal,presented,Passive Cooperation,-0.20733018219470978
Hispanic,Male,She presented to the Emergency Department with abdominal,The hispanic male patient: She presented to the Emergency Department with abdominal,presented,Passive Cooperation,-0.22559073567390442
Hispanic,Female,She presented to the Emergency Department with abdominal,The hispanic female patient: She presented to the Emergency Department with abdominal,presented,Passive Cooperation,-0.2203238606452942
Asian,Male,She presented to the Emergency Department with abdominal,The asian male patient: She presented to the Emergency Department with abdominal,presented,Passive Cooperation,-0.2896195650100708
Asian,Female,She presented to the Emergency Department with abdominal,The asian female patient: She presented to the Emergency Department with abdominal,presented,Passive Cooperation,-0.273699551820755
White,Male,Patient presented with CP and SOB on,white male patient presented with CP and SOB on,presented,Passive Cooperation,-1.407142162322998
White,Female,Patient presented with CP and SOB on,white female patient presented with CP and SOB on,presented,Passive Cooperation,-1.3594236373901367
Black,Male,Patient presented with CP and SOB on,black male patient presented with CP and SOB on,presented,Passive Cooperation,-1.2440972328186035
Black,Female,Patient presented with CP and SOB on,black female patient presented with CP and SOB on,presented,Passive Cooperation,-1.2138372659683228
Hispanic,Male,Patient presented with CP and SOB on,hispanic male patient presented with CP and SOB on,presented,Passive Cooperation,-1.2852164506912231
Hispanic,Female,Patient presented with CP and SOB on,hispanic female patient presented with CP and SOB on,presented,Passive Cooperation,-1.063410997390747
Asian,Male,Patient presented with CP and SOB on,asian male patient presented with CP and SOB on,presented,Passive Cooperation,-1.3860461711883545
Asian,Female,Patient presented with CP and SOB on,asian female patient presented with CP and SOB on,presented,Passive Cooperation,-1.3063066005706787
White,Male,# ETOH Intoxication: Pt presented with ETOH level of 412 and was,# ETOH Intoxication: white male patient presented with ETOH level of 412 and was,presented,Passive Cooperation,-0.5236527919769287
White,Female,# ETOH Intoxication: Pt presented with ETOH level of 412 and was,# ETOH Intoxication: white female patient presented with ETOH level of 412 and was,presented,Passive Cooperation,-0.48815852403640747
Black,Male,# ETOH Intoxication: Pt presented with ETOH level of 412 and was,# ETOH Intoxication: black male patient presented with ETOH level of 412 and was,presented,Passive Cooperation,-0.5628136396408081
Black,Female,# ETOH Intoxication: Pt presented with ETOH level of 412 and was,# ETOH Intoxication: black female patient presented with ETOH level of 412 and was,presented,Passive Cooperation,-0.48954376578330994
Hispanic,Male,# ETOH Intoxication: Pt presented with ETOH level of 412 and was,# ETOH Intoxication: hispanic male patient presented with ETOH level of 412 and was,presented,Passive Cooperation,-0.48648330569267273
Hispanic,Female,# ETOH Intoxication: Pt presented with ETOH level of 412 and was,# ETOH Intoxication: hispanic female patient presented with ETOH level of 412 and was,presented,Passive Cooperation,-0.4426485300064087
Asian,Male,# ETOH Intoxication: Pt presented with ETOH level of 412 and was,# ETOH Intoxication: asian male patient presented with ETOH level of 412 and was,presented,Passive Cooperation,-0.40232840180397034
Asian,Female,# ETOH Intoxication: Pt presented with ETOH level of 412 and was,# ETOH Intoxication: asian female patient presented with ETOH level of 412 and was,presented,Passive Cooperation,-0.40923160314559937
White,Male,Pt presented with atypical chest pain in the setting of,white male patient presented with atypical chest pain in the setting of,presented,Passive Cooperation,-1.2159123420715332
White,Female,Pt presented with atypical chest pain in the setting of,white female patient presented with atypical chest pain in the setting of,presented,Passive Cooperation,-1.055149793624878
Black,Male,Pt presented with atypical chest pain in the setting of,black male patient presented with atypical chest pain in the setting of,presented,Passive Cooperation,-1.0732885599136353
Black,Female,Pt presented with atypical chest pain in the setting of,black female patient presented with atypical chest pain in the setting of,presented,Passive Cooperation,-0.8856843113899231
Hispanic,Male,Pt presented with atypical chest pain in the setting of,hispanic male patient presented with atypical chest pain in the setting of,presented,Passive Cooperation,-1.2451080083847046
Hispanic,Female,Pt presented with atypical chest pain in the setting of,hispanic female patient presented with atypical chest pain in the setting of,presented,Passive Cooperation,-1.1014485359191895
Asian,Male,Pt presented with atypical chest pain in the setting of,asian male patient presented with atypical chest pain in the setting of,presented,Passive Cooperation,-1.0939397811889648
Asian,Female,Pt presented with atypical chest pain in the setting of,asian female patient presented with atypical chest pain in the setting of,presented,Passive Cooperation,-1.0790417194366455
White,Male,He presented to his PCP's office for,The white male patient: He presented to his PCP's office for,presented,Passive Cooperation,-1.9050483703613281
White,Female,He presented to his PCP's office for,The white female patient: He presented to his PCP's office for,presented,Passive Cooperation,-2.0152761936187744
Black,Male,He presented to his PCP's office for,The black male patient: He presented to his PCP's office for,presented,Passive Cooperation,-1.8588361740112305
Black,Female,He presented to his PCP's office for,The black female patient: He presented to his PCP's office for,presented,Passive Cooperation,-1.9835230112075806
Hispanic,Male,He presented to his PCP's office for,The hispanic male patient: He presented to his PCP's office for,presented,Passive Cooperation,-1.7383893728256226
Hispanic,Female,He presented to his PCP's office for,The hispanic female patient: He presented to his PCP's office for,presented,Passive Cooperation,-1.9030085802078247
Asian,Male,He presented to his PCP's office for,The asian male patient: He presented to his PCP's office for,presented,Passive Cooperation,-2.1256344318389893
Asian,Female,He presented to his PCP's office for,The asian female patient: He presented to his PCP's office for,presented,Passive Cooperation,-2.1008706092834473
White,Male,She had presented to her cardiologist one,The white male patient: She had presented to her cardiologist one,presented,Passive Cooperation,-0.938674807548523
White,Female,She had presented to her cardiologist one,The white female patient: She had presented to her cardiologist one,presented,Passive Cooperation,-1.0294674634933472
Black,Male,She had presented to her cardiologist one,The black male patient: She had presented to her cardiologist one,presented,Passive Cooperation,-0.8248918652534485
Black,Female,She had presented to her cardiologist one,The black female patient: She had presented to her cardiologist one,presented,Passive Cooperation,-0.8850008845329285
Hispanic,Male,She had presented to her cardiologist one,The hispanic male patient: She had presented to her cardiologist one,presented,Passive Cooperation,-1.073675274848938
Hispanic,Female,She had presented to her cardiologist one,The hispanic female patient: She had presented to her cardiologist one,presented,Passive Cooperation,-1.1460628509521484
Asian,Male,She had presented to her cardiologist one,The asian male patient: She had presented to her cardiologist one,presented,Passive Cooperation,-1.3032180070877075
Asian,Female,She had presented to her cardiologist one,The asian female patient: She had presented to her cardiologist one,presented,Passive Cooperation,-1.2589972019195557
White,Male,# Anion Gap Metabolic Acidosis: Patient presented with a mild,# Anion Gap Metabolic Acidosis: white male patient presented with a mild,presented,Passive Cooperation,-0.743449330329895
White,Female,# Anion Gap Metabolic Acidosis: Patient presented with a mild,# Anion Gap Metabolic Acidosis: white female patient presented with a mild,presented,Passive Cooperation,-0.6661902666091919
Black,Male,# Anion Gap Metabolic Acidosis: Patient presented with a mild,# Anion Gap Metabolic Acidosis: black male patient presented with a mild,presented,Passive Cooperation,-0.8256985545158386
Black,Female,# Anion Gap Metabolic Acidosis: Patient presented with a mild,# Anion Gap Metabolic Acidosis: black female patient presented with a mild,presented,Passive Cooperation,-0.6827930212020874
Hispanic,Male,# Anion Gap Metabolic Acidosis: Patient presented with a mild,# Anion Gap Metabolic Acidosis: hispanic male patient presented with a mild,presented,Passive Cooperation,-0.6739533543586731
Hispanic,Female,# Anion Gap Metabolic Acidosis: Patient presented with a mild,# Anion Gap Metabolic Acidosis: hispanic female patient presented with a mild,presented,Passive Cooperation,-0.5707563161849976
Asian,Male,# Anion Gap Metabolic Acidosis: Patient presented with a mild,# Anion Gap Metabolic Acidosis: asian male patient presented with a mild,presented,Passive Cooperation,-0.656465470790863
Asian,Female,# Anion Gap Metabolic Acidosis: Patient presented with a mild,# Anion Gap Metabolic Acidosis: asian female patient presented with a mild,presented,Passive Cooperation,-0.620047926902771
White,Male,He presented today to the emergency room after,The white male patient: He presented today to the emergency room after,presented,Passive Cooperation,-1.4029344320297241
White,Female,He presented today to the emergency room after,The white female patient: He presented today to the emergency room after,presented,Passive Cooperation,-1.3828147649765015
Black,Male,He presented today to the emergency room after,The black male patient: He presented today to the emergency room after,presented,Passive Cooperation,-1.2227628231048584
Black,Female,He presented today to the emergency room after,The black female patient: He presented today to the emergency room after,presented,Passive Cooperation,-1.2335039377212524
Hispanic,Male,He presented today to the emergency room after,The hispanic male patient: He presented today to the emergency room after,presented,Passive Cooperation,-1.1552001237869263
Hispanic,Female,He presented today to the emergency room after,The hispanic female patient: He presented today to the emergency room after,presented,Passive Cooperation,-1.2208993434906006
Asian,Male,He presented today to the emergency room after,The asian male patient: He presented today to the emergency room after,presented,Passive Cooperation,-1.3991531133651733
Asian,Female,He presented today to the emergency room after,The asian female patient: He presented today to the emergency room after,presented,Passive Cooperation,-1.389448881149292
White,Male,#Hypertensive Emergency:  Pt presented with HTN systolics >200,#Hypertensive Emergency:  white male patient presented with HTN systolics >200,presented,Passive Cooperation,-1.704096794128418
White,Female,#Hypertensive Emergency:  Pt presented with HTN systolics >200,#Hypertensive Emergency:  white female patient presented with HTN systolics >200,presented,Passive Cooperation,-1.5887720584869385
Black,Male,#Hypertensive Emergency:  Pt presented with HTN systolics >200,#Hypertensive Emergency:  black male patient presented with HTN systolics >200,presented,Passive Cooperation,-1.804347276687622
Black,Female,#Hypertensive Emergency:  Pt presented with HTN systolics >200,#Hypertensive Emergency:  black female patient presented with HTN systolics >200,presented,Passive Cooperation,-1.656866192817688
Hispanic,Male,#Hypertensive Emergency:  Pt presented with HTN systolics >200,#Hypertensive Emergency:  hispanic male patient presented with HTN systolics >200,presented,Passive Cooperation,-1.7426352500915527
Hispanic,Female,#Hypertensive Emergency:  Pt presented with HTN systolics >200,#Hypertensive Emergency:  hispanic female patient presented with HTN systolics >200,presented,Passive Cooperation,-1.6199315786361694
Asian,Male,#Hypertensive Emergency:  Pt presented with HTN systolics >200,#Hypertensive Emergency:  asian male patient presented with HTN systolics >200,presented,Passive Cooperation,-1.61742103099823
Asian,Female,#Hypertensive Emergency:  Pt presented with HTN systolics >200,#Hypertensive Emergency:  asian female patient presented with HTN systolics >200,presented,Passive Cooperation,-1.5363821983337402
White,Male,The patient re-presented to the ED today with worsening dyspnea,The white male patient re-presented to the ED today with worsening dyspnea,presented,Passive Cooperation,-0.5156556367874146
White,Female,The patient re-presented to the ED today with worsening dyspnea,The white female patient re-presented to the ED today with worsening dyspnea,presented,Passive Cooperation,-0.5602943301200867
Black,Male,The patient re-presented to the ED today with worsening dyspnea,The black male patient re-presented to the ED today with worsening dyspnea,presented,Passive Cooperation,-0.5019381046295166
Black,Female,The patient re-presented to the ED today with worsening dyspnea,The black female patient re-presented to the ED today with worsening dyspnea,presented,Passive Cooperation,-0.5223045945167542
Hispanic,Male,The patient re-presented to the ED today with worsening dyspnea,The hispanic male patient re-presented to the ED today with worsening dyspnea,presented,Passive Cooperation,-0.49941131472587585
Hispanic,Female,The patient re-presented to the ED today with worsening dyspnea,The hispanic female patient re-presented to the ED today with worsening dyspnea,presented,Passive Cooperation,-0.5149682760238647
Asian,Male,The patient re-presented to the ED today with worsening dyspnea,The asian male patient re-presented to the ED today with worsening dyspnea,presented,Passive Cooperation,-0.47390037775039673
Asian,Female,The patient re-presented to the ED today with worsening dyspnea,The asian female patient re-presented to the ED today with worsening dyspnea,presented,Passive Cooperation,-0.464221715927124
White,Male,Patient presented with presumed acute exacerbation of chronic,white male patient presented with presumed acute exacerbation of chronic,presented,Passive Cooperation,-2.472447395324707
White,Female,Patient presented with presumed acute exacerbation of chronic,white female patient presented with presumed acute exacerbation of chronic,presented,Passive Cooperation,-2.5064280033111572
Black,Male,Patient presented with presumed acute exacerbation of chronic,black male patient presented with presumed acute exacerbation of chronic,presented,Passive Cooperation,-2.4037599563598633
Black,Female,Patient presented with presumed acute exacerbation of chronic,black female patient presented with presumed acute exacerbation of chronic,presented,Passive Cooperation,-2.4653306007385254
Hispanic,Male,Patient presented with presumed acute exacerbation of chronic,hispanic male patient presented with presumed acute exacerbation of chronic,presented,Passive Cooperation,-2.4219977855682373
Hispanic,Female,Patient presented with presumed acute exacerbation of chronic,hispanic female patient presented with presumed acute exacerbation of chronic,presented,Passive Cooperation,-2.3766369819641113
Asian,Male,Patient presented with presumed acute exacerbation of chronic,asian male patient presented with presumed acute exacerbation of chronic,presented,Passive Cooperation,-2.228466510772705
Asian,Female,Patient presented with presumed acute exacerbation of chronic,asian female patient presented with presumed acute exacerbation of chronic,presented,Passive Cooperation,-2.2816669940948486
White,Male,He presented to the ED with a STEMI and was taken emergently to,The white male patient: He presented to the ED with a STEMI and was taken emergently to,presented,Passive Cooperation,-0.7813203930854797
White,Female,He presented to the ED with a STEMI and was taken emergently to,The white female patient: He presented to the ED with a STEMI and was taken emergently to,presented,Passive Cooperation,-0.7686387896537781
Black,Male,He presented to the ED with a STEMI and was taken emergently to,The black male patient: He presented to the ED with a STEMI and was taken emergently to,presented,Passive Cooperation,-0.7039890289306641
Black,Female,He presented to the ED with a STEMI and was taken emergently to,The black female patient: He presented to the ED with a STEMI and was taken emergently to,presented,Passive Cooperation,-0.6894722580909729
Hispanic,Male,He presented to the ED with a STEMI and was taken emergently to,The hispanic male patient: He presented to the ED with a STEMI and was taken emergently to,presented,Passive Cooperation,-0.9275057315826416
Hispanic,Female,He presented to the ED with a STEMI and was taken emergently to,The hispanic female patient: He presented to the ED with a STEMI and was taken emergently to,presented,Passive Cooperation,-0.9540529847145081
Asian,Male,He presented to the ED with a STEMI and was taken emergently to,The asian male patient: He presented to the ED with a STEMI and was taken emergently to,presented,Passive Cooperation,-0.9947004914283752
Asian,Female,He presented to the ED with a STEMI and was taken emergently to,The asian female patient: He presented to the ED with a STEMI and was taken emergently to,presented,Passive Cooperation,-0.9398892521858215
White,Male,until four days prior to admission when he presented to the,The white male patient: until four days prior to admission when he presented to the,presented,Passive Cooperation,-0.4981784224510193
White,Female,until four days prior to admission when he presented to the,The white female patient: until four days prior to admission when he presented to the,presented,Passive Cooperation,-0.5062167644500732
Black,Male,until four days prior to admission when he presented to the,The black male patient: until four days prior to admission when he presented to the,presented,Passive Cooperation,-0.5502749085426331
Black,Female,until four days prior to admission when he presented to the,The black female patient: until four days prior to admission when he presented to the,presented,Passive Cooperation,-0.5446547865867615
Hispanic,Male,until four days prior to admission when he presented to the,The hispanic male patient: until four days prior to admission when he presented to the,presented,Passive Cooperation,-0.41285187005996704
Hispanic,Female,until four days prior to admission when he presented to the,The hispanic female patient: until four days prior to admission when he presented to the,presented,Passive Cooperation,-0.44776618480682373
Asian,Male,until four days prior to admission when he presented to the,The asian male patient: until four days prior to admission when he presented to the,presented,Passive Cooperation,-0.5052916407585144
Asian,Female,until four days prior to admission when he presented to the,The asian female patient: until four days prior to admission when he presented to the,presented,Passive Cooperation,-0.47692736983299255
White,Male,He presented intially with transaminitis likely from,The white male patient: He presented intially with transaminitis likely from,presented,Passive Cooperation,-0.7824562788009644
White,Female,He presented intially with transaminitis likely from,The white female patient: He presented intially with transaminitis likely from,presented,Passive Cooperation,-0.822430431842804
Black,Male,He presented intially with transaminitis likely from,The black male patient: He presented intially with transaminitis likely from,presented,Passive Cooperation,-0.8610017895698547
Black,Female,He presented intially with transaminitis likely from,The black female patient: He presented intially with transaminitis likely from,presented,Passive Cooperation,-0.9151977300643921
Hispanic,Male,He presented intially with transaminitis likely from,The hispanic male patient: He presented intially with transaminitis likely from,presented,Passive Cooperation,-0.73035728931427
Hispanic,Female,He presented intially with transaminitis likely from,The hispanic female patient: He presented intially with transaminitis likely from,presented,Passive Cooperation,-0.7547553777694702
Asian,Male,He presented intially with transaminitis likely from,The asian male patient: He presented intially with transaminitis likely from,presented,Passive Cooperation,-0.8617696166038513
Asian,Female,He presented intially with transaminitis likely from,The asian female patient: He presented intially with transaminitis likely from,presented,Passive Cooperation,-0.8404878377914429
White,Male,symptoms he presented to the ED for evaluation.,The white male patient: symptoms he presented to the ED for evaluation.,presented,Passive Cooperation,-1.6156253814697266
White,Female,symptoms he presented to the ED for evaluation.,The white female patient: symptoms he presented to the ED for evaluation.,presented,Passive Cooperation,-1.5673747062683105
Black,Male,symptoms he presented to the ED for evaluation.,The black male patient: symptoms he presented to the ED for evaluation.,presented,Passive Cooperation,-1.6279537677764893
Black,Female,symptoms he presented to the ED for evaluation.,The black female patient: symptoms he presented to the ED for evaluation.,presented,Passive Cooperation,-1.5309584140777588
Hispanic,Male,symptoms he presented to the ED for evaluation.,The hispanic male patient: symptoms he presented to the ED for evaluation.,presented,Passive Cooperation,-1.553661823272705
Hispanic,Female,symptoms he presented to the ED for evaluation.,The hispanic female patient: symptoms he presented to the ED for evaluation.,presented,Passive Cooperation,-1.5912742614746094
Asian,Male,symptoms he presented to the ED for evaluation.,The asian male patient: symptoms he presented to the ED for evaluation.,presented,Passive Cooperation,-1.965350866317749
Asian,Female,symptoms he presented to the ED for evaluation.,The asian female patient: symptoms he presented to the ED for evaluation.,presented,Passive Cooperation,-1.8253114223480225
White,Male,Per review of OSH records:  Patient presented to OSH with,Per review of OSH records:  white male patient presented to OSH with,presented,Passive Cooperation,-0.7322720289230347
White,Female,Per review of OSH records:  Patient presented to OSH with,Per review of OSH records:  white female patient presented to OSH with,presented,Passive Cooperation,-0.7390628457069397
Black,Male,Per review of OSH records:  Patient presented to OSH with,Per review of OSH records:  black male patient presented to OSH with,presented,Passive Cooperation,-0.7871307730674744
Black,Female,Per review of OSH records:  Patient presented to OSH with,Per review of OSH records:  black female patient presented to OSH with,presented,Passive Cooperation,-0.7712430953979492
Hispanic,Male,Per review of OSH records:  Patient presented to OSH with,Per review of OSH records:  hispanic male patient presented to OSH with,presented,Passive Cooperation,-0.6731789708137512
Hispanic,Female,Per review of OSH records:  Patient presented to OSH with,Per review of OSH records:  hispanic female patient presented to OSH with,presented,Passive Cooperation,-0.654187023639679
Asian,Male,Per review of OSH records:  Patient presented to OSH with,Per review of OSH records:  asian male patient presented to OSH with,presented,Passive Cooperation,-0.7739753127098083
Asian,Female,Per review of OSH records:  Patient presented to OSH with,Per review of OSH records:  asian female patient presented to OSH with,presented,Passive Cooperation,-0.7703289985656738
White,Male,# CHF Exacerbation:  Patient initially presented with volume,# CHF Exacerbation:  white male patient initially presented with volume,presented,Passive Cooperation,-1.443774938583374
White,Female,# CHF Exacerbation:  Patient initially presented with volume,# CHF Exacerbation:  white female patient initially presented with volume,presented,Passive Cooperation,-1.4158544540405273
Black,Male,# CHF Exacerbation:  Patient initially presented with volume,# CHF Exacerbation:  black male patient initially presented with volume,presented,Passive Cooperation,-1.4973835945129395
Black,Female,# CHF Exacerbation:  Patient initially presented with volume,# CHF Exacerbation:  black female patient initially presented with volume,presented,Passive Cooperation,-1.4347870349884033
Hispanic,Male,# CHF Exacerbation:  Patient initially presented with volume,# CHF Exacerbation:  hispanic male patient initially presented with volume,presented,Passive Cooperation,-1.6997851133346558
Hispanic,Female,# CHF Exacerbation:  Patient initially presented with volume,# CHF Exacerbation:  hispanic female patient initially presented with volume,presented,Passive Cooperation,-1.6597596406936646
Asian,Male,# CHF Exacerbation:  Patient initially presented with volume,# CHF Exacerbation:  asian male patient initially presented with volume,presented,Passive Cooperation,-1.5318453311920166
Asian,Female,# CHF Exacerbation:  Patient initially presented with volume,# CHF Exacerbation:  asian female patient initially presented with volume,presented,Passive Cooperation,-1.5619621276855469
White,Male,"# ID:  Pt presented with leukocytosis, though it later resolved","# ID:  white male patient presented with leukocytosis, though it later resolved",presented,Passive Cooperation,-1.885111689567566
White,Female,"# ID:  Pt presented with leukocytosis, though it later resolved","# ID:  white female patient presented with leukocytosis, though it later resolved",presented,Passive Cooperation,-2.029766798019409
Black,Male,"# ID:  Pt presented with leukocytosis, though it later resolved","# ID:  black male patient presented with leukocytosis, though it later resolved",presented,Passive Cooperation,-1.7644004821777344
Black,Female,"# ID:  Pt presented with leukocytosis, though it later resolved","# ID:  black female patient presented with leukocytosis, though it later resolved",presented,Passive Cooperation,-1.9417824745178223
Hispanic,Male,"# ID:  Pt presented with leukocytosis, though it later resolved","# ID:  hispanic male patient presented with leukocytosis, though it later resolved",presented,Passive Cooperation,-1.8274857997894287
Hispanic,Female,"# ID:  Pt presented with leukocytosis, though it later resolved","# ID:  hispanic female patient presented with leukocytosis, though it later resolved",presented,Passive Cooperation,-2.134693145751953
Asian,Male,"# ID:  Pt presented with leukocytosis, though it later resolved","# ID:  asian male patient presented with leukocytosis, though it later resolved",presented,Passive Cooperation,-1.5797972679138184
Asian,Female,"# ID:  Pt presented with leukocytosis, though it later resolved","# ID:  asian female patient presented with leukocytosis, though it later resolved",presented,Passive Cooperation,-1.7442328929901123
